plant_id,plant_name,energy_type,plant_capacity_mw,location_city,location_state,location_country,commissioning_date,operator_name,production_date,energy_generated_mwh,energy_consumed_mwh,net_energy_mwh,capacity_factor_pct,efficiency_pct,grid_feed_in_mwh,revenue_eur,operating_cost_eur,maintenance_cost_eur,co2_emissions_tons,co2_avoided_tons,weather_condition,temperature_avg_c,wind_speed_ms,solar_irradiance_wm2,downtime_hours,downtime_reason,safety_incidents,compliance_status,certification,subsidy_received_eur,created_at
PWR-202301317,Solar Park South 45,SOLAR,286.83,Berlin,Niedersachsen,Germany,27/07/2022,Statkraft ,28 Feb 2023,1425.39,348.77,1076.62,14.14,49.06,3511.9,118867.4,114588.62,10616.45,414.43,6780.68,Cloudy,11.7,17.63,1056.0,137.04,Maintenance,4,Compliant,none,40007.9,2023-04-27 14:04:00
PWR-202301318,Hydro Park South 82,Wind,301.14,Stuttgart,Sachsen,DE,2013-05-07,EnBW Inc,09/03/2022,489.31,159.0,330.31,43.04,34.15,4056.55,347813.3,138152.69,44703.79,3158.44,9516.4,Cloudy,24.6,0.22,310.75,16.82,Equipment Failure,1,COMPLIANT,,21669.42,2023-09-22 10:28:00
PWR-202301319,Solar Park East 58,biomass,680.09,Dusseldorf,Brandenburg,GERMANY,11/25/2023,Municipal Utility Ltd,2023-07-15,2044.0,376.16,1667.84,68.55,58.1,1442.51,132692.79,81366.06,22982.08,4591.02,8446.03,stormy,10.2,20.59,1026.46,43.98,Scheduled Service,3,compliant,ISO 14001,66565.29,2023-01-17 15:37:00
PWR-202301320,Solar Park East 27,coal,490.61,Berlin,Hessen,Germany,20/04/2024,Local Energy Ltd,2022-12-12,3275.13,138.79,3136.34,37.06,56.73,454.73,359728.63,109346.91,1137.94,1118.97,1271.27,Stormy,37.4,22.79,6.97,115.11,Weather,4,non_compliant,Green Energy,16823.09,2023-03-13 07:56:00
PWR-202301321,Wind Park North 45,Geothermal,102.53,Stuttgart,NRW,GERMANY,23 Sep 2024,E.ON ,2022-08-03,4471.69,185.23,4286.46,15.33,75.7,2126.05,371711.94,194696.17,23627.72,2595.27,4215.27,Foggy,31.0,2.43,654.22,44.59,Grid Outage,3,non_compliant,none,0.0,2023-04-20 01:55:00
PWR-202301322,Hydro Park North 93,natural_gas,367.2,Munich,Brandenburg,GERMANY,2018-06-21,Statkraft GmbH,2023-02-01,2668.09,220.33,2447.76,40.89,38.07,639.65,99715.35,33938.05,44401.62,3745.9,398.14,rainy,-2.5,27.36,113.38,76.51,Grid Outage,0,compliant,ISO 14001,NULL,2023-04-03 09:22:00
PWR-202301323,Solar Park North 50,hydro,278.91,Dresden,Niedersachsen,DE,2014-12-22,Orsted ,2025-04-07,4958.61,12.05,4946.56,87.28,73.96,1686.53,445629.26,108523.28,18502.91,4130.63,7302.45,Stormy,21.4,15.55,426.61,134.87,Grid Outage,5,COMPLIANT,TUV,61640.99,2023-05-13 21:06:00
PWR-202301324,Biomass Park West 22,hydro,476.77,Stuttgart,Sachsen,Deutschland,17 Sep 2017,Orsted ,2022-02-25,731.71,433.45,298.26,20.36,20.62,3306.92,34888.87,75178.46,39048.74,3205.04,2728.37,windy,18.6,12.6,780.02,92.64,Maintenance,0,pending,ISO 50001,0.0,2023-11-23 06:59:00
PWR-202301325,Biomass Park West 49,Nuclear,309.23,Stuttgart,Bayern,GERMANY,2019-04-21,RWE GmbH,25-01-2024,4438.07,216.15,4221.92,26.32,91.62,3926.19,306380.08,25482.61,9781.07,3864.13,5209.73,rainy,-4.8,23.42,788.33,75.82,,4,pending,EU Ecolabel,NULL,2023-07-24 19:29:00
PWR-202301326,Hydro Park Central 49,Coal,60.53,Munich,Hessen,Deutschland,2013-06-18,Vattenfall GmbH,2024-07-29,2641.6,9.29,2632.31,11.82,16.4,1104.63,93585.09,185430.41,42063.63,4598.86,7817.71,foggy,20.9,19.55,711.69,159.49,Maintenance,1,pending,,2225.71,2023-03-22 18:58:00
PWR-202301327,Solar Park West 74,hydro,594.55,Hamburg,Baden-Wurttemberg,Germany,28/08/2014,RWE ,11-08-2022,2607.21,419.68,2187.53,87.96,54.63,3664.41,119789.11,181936.43,10397.83,1564.22,5200.04,Cloudy,17.2,17.73,1189.72,79.7,Equipment Failure,3,Non-Compliant,ISO 50001,317.41,2023-07-15 12:25:00
PWR-202301328,Wind Park South 58,Hydro,394.53,Dusseldorf,Niedersachsen,GERMANY,2016-03-20,E.ON Inc,2023-06-17,2966.33,95.8,2870.53,83.21,27.9,2790.6,334448.35,122740.98,28087.14,3443.13,4241.37,rainy,11.8,11.12,1178.23,116.36,Weather,3,Under Review,none,29068.15,2023-08-20 00:08:00
PWR-202301329,Solar Park North 38,WIND,558.33,Berlin,NRW,DE,08/18/2024,Orsted GmbH,2022-01-01,4407.81,319.83,4087.98,45.37,18.64,3514.77,88144.2,180479.28,48773.68,3037.75,2997.03,sunny,21.3,21.07,1147.65,104.37,Equipment Failure,4,Under Review,TUV,337.93,2023-09-18 14:25:00
PWR-202301330,Solar Park East 34,hydro,90.54,Leipzig,Baden-Wurttemberg,Deutschland,21/09/2025,Municipal Utility GmbH,01/01/2022,4600.76,411.57,4189.19,87.89,92.28,173.21,64005.23,67179.54,17980.88,3440.32,7446.12,Windy,24.3,8.33,1147.02,21.21,Maintenance,0,pending,None,41204.49,2023-05-22 22:10:00
PWR-202301331,Solar Park North 44,geothermal,84.47,Dortmund,Brandenburg,Germany,2018-12-26,Iberdrola GmbH,2022-09-04,1359.63,0.83,1358.8,84.29,80.05,3344.0,336797.79,50352.7,11765.42,1761.27,1644.53,Rainy,-2.4,27.16,140.8,34.46,Scheduled Service,3,Non-Compliant,ISO 50001,2437.24,2023-06-04 12:16:00
PWR-202301332,Wind Park West 21,Natural Gas,679.8,Dortmund,Sachsen,DE,2024-08-07,Orsted Inc,27/11/2024,3354.49,180.22,3174.27,60.52,49.71,1740.23,42977.3,131426.53,41247.61,4791.71,4438.5,windy,11.4,27.28,1027.21,88.42,Equipment Failure,5,compliant,EU Ecolabel,0.0,2023-08-20 08:27:00
PWR-202301333,Solar Park Central 12,Wind,163.87,Dusseldorf,Sachsen,DE,2016-02-23,Vattenfall Ltd,2022-04-24,626.02,460.02,166.0,35.68,49.46,1438.88,311070.05,53157.61,12343.41,3182.76,8093.22,sunny,6.9,26.2,737.68,151.51,Weather,4,pending,,152.73,2023-01-25 08:27:00
PWR-202301334,Hydro Park Central 79,solar,12.58,Munich,Baden-Wurttemberg,GERMANY,2019-06-15,Statkraft GmbH,20/01/2022,3411.7,426.86,2984.84,19.28,71.51,1493.68,156545.74,153201.28,11826.37,3036.99,3499.27,stormy,21.9,24.69,1057.0,165.29,Unscheduled Repair,3,compliant,ISO 50001,59902.31,2023-06-13 08:42:00
PWR-202301335,Biomass Park North 56,Coal,531.36,Munich,Sachsen,Deutschland,2014-12-12,Iberdrola AG,17 Jan 2024,1187.73,286.06,901.67,30.76,79.75,1291.46,29245.88,64399.94,40060.53,435.21,8580.97,windy,10.0,27.8,738.08,122.63,Scheduled Service,2,compliant,None,2779.14,2023-12-26 01:59:00
PWR-202301336,Wind Park Central 56,Wind,40.24,Dortmund,Hessen,Deutschland,2012-01-05,Orsted AG,2023-03-31,4439.52,81.7,4357.82,86.13,39.65,1706.22,459854.44,18122.25,33627.21,1567.51,9128.37,Rainy,-3.1,24.64,1108.24,166.02,Grid Outage,4,non_compliant,none,0.0,2023-03-26 03:42:00
PWR-202301337,Wind Park North 13,solar,125.23,Dusseldorf,NRW,DE,2019-10-06,NextEra Inc,12 Apr 2023,1387.8,367.26,1020.54,48.92,39.97,1639.87,267914.13,95282.77,39021.15,4069.71,6174.26,stormy,21.5,16.56,489.15,137.91,,1,non_compliant,EU Ecolabel,0.0,2023-03-01 21:45:00
PWR-202301338,Hydro Park South 25,coal,3.9,Dortmund,Brandenburg,DE,01/24/2018,Statkraft Inc,2022-09-07,3448.46,95.42,3353.04,70.16,83.25,1428.01,212258.46,92123.49,8632.5,3092.78,8267.15,Foggy,-2.5,3.23,760.3,73.74,Unscheduled Repair,1,pending,Green Energy,0.0,2023-07-09 20:12:00
PWR-202301339,Biomass Park Central 93,wind,646.56,Dortmund,Sachsen,Deutschland,2010-03-14,EnBW ,01-05-2023,1251.12,103.68,1147.44,46.4,55.31,2510.03,231001.26,64203.31,8035.7,814.91,1757.18,Stormy,12.7,28.44,804.33,139.34,Scheduled Service,1,COMPLIANT,TUV,60560.52,2023-05-23 12:04:00
PWR-202301340,Geothermal Park East 85,natural_gas,675.6,Cologne,Niedersachsen,Germany,2015-08-14,Statkraft GmbH,2025-02-07,413.13,269.28,143.85,13.07,89.73,1360.41,450589.55,81963.02,26625.81,2273.88,8000.36,Cloudy,20.1,6.93,763.77,72.05,Unscheduled Repair,4,non_compliant,TUV,0.0,2023-06-21 15:05:00
PWR-202301341,Hydro Park East 31,Biomass,283.41,Cologne,Sachsen,DE,2016-02-23,NextEra Inc,15/07/2022,3549.54,20.34,3529.2,69.27,47.12,4177.08,187430.69,44489.88,36245.46,1083.0,6777.08,foggy,-9.2,19.6,1109.68,126.2,Grid Outage,2,Compliant,ISO 50001,70573.99,2023-04-13 13:10:00
PWR-202301342,Solar Park North 51,geothermal,642.15,Dusseldorf,Baden-Wurttemberg,Germany,2024-06-16,Statkraft GmbH,2024-06-08,1888.38,3.21,1885.17,26.65,88.03,4045.74,79217.75,42657.66,28813.65,4898.21,1028.52,cloudy,24.2,28.42,1192.01,129.73,Unscheduled Repair,2,Non-Compliant,None,58692.28,2023-07-02 16:03:00
PWR-202301343,Geothermal Park Central 63,Natural Gas,177.78,Dusseldorf,NRW,GERMANY,2017-09-22,EnBW Ltd,2023-01-02,480.37,476.23,4.14,22.28,97.31,2813.38,162887.11,173861.95,1414.78,2064.98,6834.74,rainy,31.0,11.32,1111.36,15.28,Scheduled Service,5,non_compliant,,2913.15,2023-09-12 08:23:00
PWR-202301344,Wind Park North 47,WIND,549.64,Munich,Bayern,DE,2012-11-20,NextEra Inc,2022-10-30,4891.23,495.51,4395.72,95.0,62.95,1016.04,477837.82,76601.08,30465.77,4382.18,2564.18,Cloudy,20.0,25.6,333.21,161.97,Unscheduled Repair,5,COMPLIANT,EU Ecolabel,NULL,2023-11-04 17:20:00
PWR-202301345,Solar Park West 12,WIND,229.38,Cologne,Sachsen,DE,2025-08-22,RWE Ltd,17 Oct 2023,1945.28,365.01,1580.27,46.57,82.44,632.66,444570.2,138842.79,4299.87,46.38,9568.9,Sunny,-7.2,27.52,498.6,143.54,,0,Compliant,,0.0,2023-09-08 19:08:00
PWR-202301346,Hydro Park Central 62,Wind,152.59,Dresden,NRW,Deutschland,2020-10-14,Orsted ,2022-11-13,3769.82,404.07,3365.75,78.28,18.17,1691.59,16205.18,34752.76,11702.4,1387.03,7514.34,Rainy,6.7,6.08,690.66,107.78,,1,compliant,none,34757.77,2023-10-15 20:59:00
PWR-202301347,Wind Park North 4,wind,304.76,Dortmund,Niedersachsen,GERMANY,12 May 2022,Statkraft Inc,02 Aug 2024,481.38,455.56,25.82,82.32,28.37,2658.81,361055.97,166276.58,17246.63,2245.84,2079.15,stormy,11.1,28.6,1052.47,136.9,,3,non_compliant,None,75659.99,2023-08-04 13:44:00
PWR-202301348,Wind Park South 82,wind,246.39,Frankfurt,Bayern,Germany,2022-03-17,E.ON ,2022-01-10,394.11,57.59,336.52,49.14,92.37,3514.26,249167.05,161192.3,37090.34,1223.97,9765.5,sunny,26.1,2.0,1068.51,136.87,,3,non_compliant,EU Ecolabel,74808.8,2023-02-01 23:18:00
PWR-202301349,Hydro Park North 61,SOLAR,975.4,Stuttgart,Baden-Wurttemberg,Deutschland,28 May 2019,Orsted Ltd,2023-07-08,2499.81,198.51,2301.3,44.35,43.06,497.52,240319.02,58212.26,27361.0,2361.11,6350.93,rainy,22.2,15.6,452.11,32.89,Unscheduled Repair,3,Compliant,ISO 50001,48828.48,2023-11-28 09:25:00
PWR-202301350,Solar Park East 51,solar,215.0,Dresden,NRW,Germany,2024-02-08,Municipal Utility AG,2023-04-08,4087.53,78.9,4008.63,29.44,40.15,1704.12,104106.07,26395.65,33830.4,2227.47,940.46,foggy,22.8,17.51,176.81,125.56,Equipment Failure,2,Compliant,ISO 50001,95478.96,2023-12-02 12:12:00
PWR-202301351,Biomass Park West 85,Natural Gas,523.4,Leipzig,Bayern,GERMANY,2011-11-29,Vattenfall Ltd,2022-01-17,1303.18,126.69,1176.49,21.58,60.3,1998.23,268903.93,150360.93,39763.32,234.7,1078.89,Foggy,11.7,1.77,894.47,156.31,Scheduled Service,4,pending,TUV,0.0,2023-06-06 07:04:00
PWR-202301352,Hydro Park North 83,biomass,694.5,Berlin,Baden-Wurttemberg,DE,12/19/2022,Vattenfall Inc,26 Jan 2022,1680.05,2.87,1677.18,14.98,24.58,1046.21,391561.16,134880.28,46587.64,3092.95,4899.54,windy,1.7,10.93,1184.28,58.95,Weather,5,Under Review,Green Energy,NULL,2023-01-27 18:06:00
PWR-202301353,Geothermal Park West 24,Hydro,42.33,Dresden,Baden-Wurttemberg,Deutschland,16 Mar 2020,Municipal Utility Ltd,2024-04-14,4576.0,36.22,4539.78,27.39,16.93,14.01,454110.22,125168.91,28505.66,2962.8,1079.48,Rainy,-4.1,22.12,1044.24,84.97,Maintenance,4,Compliant,EU Ecolabel,92357.82,2023-04-23 20:54:00
PWR-202301354,Hydro Park West 48,Coal,411.48,Stuttgart,NRW,DE,2019-12-03,RWE ,23 Mar 2023,3981.69,64.59,3917.1,83.85,58.98,1363.64,12650.25,185746.76,43516.82,2265.65,395.52,sunny,-5.3,29.75,801.13,36.44,Scheduled Service,5,Non-Compliant,ISO 14001,75022.75,2023-07-03 17:38:00
PWR-202301355,Wind Park West 6,Natural Gas,681.93,Cologne,Baden-Wurttemberg,Germany,21 Sep 2017,Vattenfall ,2023-11-10,718.73,421.2,297.53,18.04,92.66,2791.79,179056.08,120843.55,44930.23,530.46,9810.1,sunny,10.2,16.68,880.39,49.58,Weather,3,Compliant,None,29634.63,2023-02-28 18:05:00
PWR-202301356,Hydro Park West 60,wind,313.16,Leipzig,Brandenburg,Deutschland,2021-12-01,EnBW GmbH,2023-07-13,1497.26,215.0,1282.26,33.57,52.85,3514.83,5026.19,65346.43,21737.55,2635.32,5364.6,sunny,4.4,19.38,75.65,144.03,Scheduled Service,0,pending,Green Energy,821.86,2023-11-23 10:24:00
PWR-202301357,Hydro Park South 35,Coal,775.3,Hamburg,Sachsen,Germany,2016-08-02,NextEra AG,2024-04-13,3873.89,363.51,3510.38,93.88,40.77,1704.49,140164.22,184900.55,30238.68,3464.99,6682.09,Rainy,-2.5,24.11,605.76,118.7,Scheduled Service,1,Compliant,None,59695.62,2023-09-05 11:56:00
PWR-202301358,Geothermal Park North 20,solar,634.95,Stuttgart,Baden-Wurttemberg,Germany,2019-05-05,Orsted AG,08 May 2024,324.02,417.05,-93.03,49.58,31.36,76.54,451020.91,85917.06,28816.28,805.65,5406.68,Cloudy,17.7,9.75,822.55,37.27,,3,COMPLIANT,ISO 14001,57966.87,2023-08-13 21:22:00
PWR-202301359,Solar Park North 86,Biomass,466.8,Frankfurt,Bayern,Germany,2019-04-24,Orsted Inc,27-08-2025,1913.52,274.05,1639.47,42.15,28.37,2471.73,112806.42,168197.96,15928.44,2994.03,813.01,sunny,-3.1,17.87,725.81,88.58,Maintenance,2,Non-Compliant,ISO 14001,91406.19,2023-03-12 22:19:00
PWR-202301360,Hydro Park Central 53,natural_gas,607.72,Munich,Bayern,Germany,2017-12-13,RWE GmbH,2022-08-20,3867.11,152.26,3714.85,38.33,16.43,265.42,244532.16,85755.76,38132.38,4086.19,8217.82,Sunny,13.0,6.54,782.31,114.82,,5,Under Review,Green Energy,4235.29,2023-02-06 17:39:00
PWR-202301361,Geothermal Park South 71,Biomass,927.87,Leipzig,Sachsen,Germany,2013-09-22,EnBW ,2025-09-18,208.64,312.02,-103.38,10.28,57.74,2894.18,211064.5,161368.43,37534.21,2865.12,6000.91,Rainy,26.4,11.88,919.34,13.59,Equipment Failure,2,compliant,None,69495.54,2023-05-16 02:55:00
PWR-202301362,Solar Park West 67,Nuclear,448.63,Dusseldorf,NRW,Germany,2017-10-14,Iberdrola ,2025-05-18,4802.57,200.24,4602.33,89.94,27.15,2188.15,413525.82,180183.02,20665.72,2040.36,4293.97,Windy,11.5,25.81,1040.88,25.68,Equipment Failure,5,Compliant,Green Energy,37545.99,2023-06-04 02:25:00
PWR-202301363,Biomass Park Central 88,coal,424.92,Dusseldorf,Sachsen,DE,2014-11-29,Vattenfall ,2025-12-22,4737.89,227.91,4509.98,49.37,89.15,241.52,174850.01,101895.15,11793.2,4306.24,2938.01,sunny,26.5,20.68,914.26,137.76,Maintenance,4,Non-Compliant,Green Energy,33099.92,2023-11-07 03:57:00
PWR-202301364,Biomass Park Central 31,Nuclear,577.83,Dortmund,Niedersachsen,GERMANY,03/10/2022,Orsted ,2024-05-20,911.68,126.52,785.16,64.67,15.56,234.9,374605.61,148203.23,12554.71,2530.11,9923.09,cloudy,28.4,19.09,640.91,32.11,,4,pending,Green Energy,NULL,2023-07-21 20:05:00
PWR-202301365,Biomass Park East 11,wind,502.28,Leipzig,NRW,Deutschland,2013-06-04,RWE Ltd,2022-10-22,52153.7337869718,341.52,4270.32,72.72,85.97,4375.9,68558.2,46199.4,3194.34,2204.73,4880.11,foggy,22.0,15.32,979.05,112.62,Weather,2,pending,None,0.0,2023-07-26 03:43:00
PWR-202301366,Biomass Park North 65,Coal,112.57,Dortmund,Niedersachsen,Germany,2016-11-27,NextEra Inc,2025-08-22,4360.14,26.56,4333.58,38.01,45.02,3950.51,198255.13,158975.92,14397.16,2562.57,524.82,sunny,39.2,6.94,493.98,95.96,,2,pending,TUV,62699.72,2023-03-20 02:25:00
PWR-202301367,Geothermal Park Central 74,Nuclear,424.64,Cologne,Niedersachsen,GERMANY,2020-12-26,Iberdrola ,2025-01-22,1508.44,420.53,1087.91,31.51,78.52,1373.18,20727.03,4774.32,46814.65,2770.26,1115.95,Sunny,21.6,15.34,1112.16,89.09,Unscheduled Repair,1,non_compliant,,4.96,2023-11-15 21:54:00
PWR-202301368,Geothermal Park South 16,Coal,551.73,Dresden,Niedersachsen,DE,2013-09-13,E.ON Inc,2022-02-13,536.67,224.94,311.73,46.01,30.92,517.46,96342.23,64829.4,26798.82,348.44,8557.08,Rainy,39.2,23.84,1144.02,42.65,Grid Outage,5,pending,None,80133.28,2023-03-22 14:40:00
PWR-202301369,Biomass Park South 22,hydro,760.94,Berlin,Bayern,DE,2013-08-03,Local Energy Ltd,14-05-2023,1453.08,198.36,1254.72,70.36,72.71,1712.73,146071.98,85626.57,3970.95,3916.48,6079.51,Sunny,4.0,26.65,170.64,5.84,Weather,1,non_compliant,Green Energy,49699.9,2023-02-12 02:08:00
PWR-202301370,Wind Park South 17,Geothermal,405.6,Dresden,Baden-Wurttemberg,Deutschland,2018-05-28,RWE GmbH,2023-02-23,4430.48,307.56,4122.92,92.88,50.77,1696.87,286281.08,115951.43,2204.76,2229.25,4093.48,Sunny,1.6,28.05,904.21,146.35,Weather,4,compliant,,0.0,2023-07-21 21:37:00
PWR-202301371,Solar Park West 11,nuclear,329.94,Dusseldorf,Sachsen,GERMANY,07/22/2013,Municipal Utility ,2025-02-20,3616.73,146.12,3470.61,85.69,22.83,2088.3,48260.16,111851.57,15876.13,1875.17,3312.19,stormy,9.1,9.88,481.23,155.13,Grid Outage,0,pending,EU Ecolabel,0.0,2023-04-14 16:53:00
PWR-202301372,Biomass Park South 81,natural_gas,802.02,Munich,Brandenburg,GERMANY,2021-04-26,RWE Ltd,2023-03-29,916.28,298.71,617.57,44.51,51.92,3467.12,230833.78,153641.48,21202.89,998.82,2691.15,windy,21.5,2.87,699.75,16.37,Weather,4,non_compliant,none,85947.79,2023-10-26 11:35:00
PWR-202301373,Wind Park Central 34,geothermal,670.67,Munich,Bayern,GERMANY,2011-01-07,Municipal Utility Ltd,2024-09-13,1636.86,47.47,1589.39,61.98,58.76,948.16,371373.88,18007.36,42407.94,3393.53,7790.35,cloudy,-8.9,22.61,886.95,84.83,,1,non_compliant,ISO 50001,97726.63,2023-03-27 03:55:00
PWR-202301374,Hydro Park North 12,nuclear,589.19,Dusseldorf,Baden-Wurttemberg,Germany,26/04/2016,Municipal Utility Inc,2023-10-04,1184.8,421.74,763.06,65.47,53.31,921.45,301317.97,170249.03,4568.47,2857.06,3775.95,stormy,32.8,24.33,38.19,75.86,Equipment Failure,3,compliant,,49281.7,2023-02-28 10:17:00
PWR-202301375,Biomass Park Central 51,WIND,639.53,Berlin,Brandenburg,Deutschland,2021-09-11,EnBW GmbH,2025-04-06,3658.03,293.4,3364.63,18.98,70.81,1113.58,369151.44,111160.53,46736.82,1456.49,93.29,rainy,7.0,21.94,13.89,58.45,,2,pending,ISO 50001,NULL,2023-09-05 08:24:00
PWR-202301376,Geothermal Park East 36,Hydro,825.41,Stuttgart,Bayern,GERMANY,2024-04-17,E.ON Inc,08/03/2023,3575.27,499.84,3075.43,12.93,33.29,2115.69,495058.82,53572.55,44464.02,1110.92,3823.11,cloudy,22.8,13.19,629.02,119.24,Weather,1,COMPLIANT,ISO 50001,42853.92,2023-12-23 15:30:00
PWR-202301377,Geothermal Park West 2,Natural Gas,669.34,Hamburg,Hessen,DE,02/04/2012,Local Energy GmbH,2025-09-03,160.38,32.51,127.87,26.61,24.19,1496.84,79936.28,158296.51,42071.26,2690.56,8052.48,foggy,1.3,22.45,24.19,80.05,,4,pending,EU Ecolabel,77510.35,2023-12-13 04:40:00
PWR-202301378,Geothermal Park Central 67,Hydro,333.08,Leipzig,Brandenburg,DE,2016-10-27,NextEra Ltd,2024-06-22,1162.5,17.24,1145.26,67.3,69.29,3706.9,433198.56,37916.46,33558.65,517.56,7095.08,cloudy,10.4,23.71,554.73,41.21,,5,compliant,EU Ecolabel,0.0,2023-10-12 00:42:00
PWR-202301379,Biomass Park North 54,solar,559.49,Frankfurt,Niedersachsen,Germany,2019-09-12,Vattenfall Inc,2022-03-27,4202.85,65.1,4137.75,16.33,80.5,3772.6,289102.28,180285.7,2749.28,683.67,3344.89,sunny,-4.7,29.57,582.08,27.66,Unscheduled Repair,0,Non-Compliant,None,53804.98,2023-07-01 07:02:00
PWR-202301380,Wind Park South 73,natural_gas,690.28,Dresden,Niedersachsen,Germany,21-03-2022,Orsted Inc,2023-05-21,4333.79,301.88,4031.91,87.76,59.98,2959.22,288394.14,196547.78,1987.88,4512.52,1974.0,rainy,-5.4,14.88,660.95,77.14,,2,Compliant,TUV,43106.07,2023-03-22 03:29:00
PWR-202301381,Geothermal Park Central 98,wind,493.43,Dusseldorf,Brandenburg,Germany,2018-03-06,RWE ,2022-07-06,135.99,384.11,-248.12,94.31,90.15,2219.34,80600.04,196161.4,48380.3,3896.59,134.82,rainy,16.0,14.95,133.0,123.26,Equipment Failure,1,COMPLIANT,Green Energy,0.0,2023-11-15 17:17:00
PWR-202301382,Solar Park North 73,Coal,894.39,Dortmund,Baden-Wurttemberg,DE,2010-03-17,Local Energy AG,2024-04-23,2141.24,308.13,1833.11,46.52,47.36,2778.09,25665.87,96900.47,8938.66,4581.94,1930.38,Stormy,18.9,24.25,131.74,125.27,Unscheduled Repair,3,compliant,EU Ecolabel,0.0,2023-03-26 21:21:00
PWR-202301383,Solar Park East 69,Coal,657.02,Leipzig,Sachsen,DE,2012-08-27,Iberdrola ,22-03-2024,4230.79,260.78,3970.01,54.11,19.43,3122.44,212266.74,143760.2,43098.39,815.44,6533.19,Stormy,-9.5,18.42,993.04,50.35,Equipment Failure,4,Non-Compliant,,87222.2,2023-06-17 06:03:00
PWR-202301384,Hydro Park West 34,Coal,554.59,Berlin,NRW,Deutschland,2012-01-31,RWE ,2025-03-08,2390.14,412.53,1977.61,17.78,44.65,4356.52,388373.84,48138.71,7556.53,1620.83,1950.44,windy,8.7,25.16,1108.24,41.26,Unscheduled Repair,3,pending,ISO 14001,47944.36,2023-06-12 01:58:00
PWR-202301385,Biomass Park West 74,Nuclear,279.8,Dusseldorf,NRW,GERMANY,16/07/2019,Iberdrola Inc,2024-04-10,374.96,200.79,174.17,60.56,17.44,1135.54,283178.51,133771.1,49716.26,3416.92,3052.07,windy,29.1,7.82,22.68,167.25,Maintenance,0,compliant,EU Ecolabel,0.0,2023-08-04 21:37:00
PWR-202301386,Geothermal Park West 5,WIND,142.68,Frankfurt,Hessen,Deutschland,2014-06-25,Statkraft ,2022-08-23,1746.04,213.56,1532.48,17.43,84.49,1122.17,175701.61,68694.31,35306.43,1283.21,8809.81,Rainy,17.8,21.34,1158.05,53.7,,1,COMPLIANT,ISO 14001,18849.05,2023-09-19 22:33:00
PWR-202301387,Wind Park East 52,nuclear,672.49,Hamburg,NRW,GERMANY,03-03-2015,Iberdrola Inc,2024-11-14,3926.67,367.82,3558.85,14.45,40.56,175.73,287004.59,120113.98,7057.17,4897.62,488.63,Cloudy,28.0,7.46,99.96,55.57,Maintenance,0,COMPLIANT,ISO 50001,46121.29,2023-08-04 21:41:00
PWR-202301388,Wind Park Central 78,Hydro,330.75,Berlin,Sachsen,DE,25/05/2010,RWE Inc,2022-11-06,-3487.87,17.75,3470.12,22.92,40.74,75.65,322171.68,172859.5,41275.42,749.31,5145.42,stormy,3.2,20.63,446.88,48.16,Maintenance,5,non_compliant,TUV,0.0,2023-11-23 16:04:00
PWR-202301389,Biomass Park North 51,nuclear,990.99,Dusseldorf,Bayern,Deutschland,2013-01-16,E.ON ,2025-06-27,715.6,87.15,628.45,16.72,88.23,812.68,18303.39,158024.47,7726.18,2566.76,7117.66,cloudy,3.4,22.45,769.18,104.14,Scheduled Service,2,Under Review,ISO 50001,0.0,2023-11-07 03:45:00
PWR-202301390,Hydro Park South 7,nuclear,333.19,Frankfurt,Hessen,GERMANY,2019-09-15,RWE AG,2024-11-18,4837.04,300.55,4536.49,74.65,53.33,1091.32,298123.72,158762.17,19433.49,4969.24,9932.05,stormy,-6.4,8.55,120.53,13.37,Grid Outage,4,Under Review,none,0.0,2023-07-02 01:05:00
PWR-202301391,Biomass Park East 48,Wind,514.89,Frankfurt,Niedersachsen,DE,2021-04-27,NextEra Ltd,28-09-2022,890.19,427.92,462.27,41.64,58.24,2912.99,391962.03,162668.36,42397.44,1905.6,9377.3,Rainy,28.4,20.97,994.61,1.22,Unscheduled Repair,5,non_compliant,ISO 14001,44756.85,2023-03-10 00:23:00
PWR-202301392,Solar Park East 39,wind,961.0,Stuttgart,NRW,Deutschland,2016-10-23,EnBW Inc,2025-05-28,4058.34,98.72,3959.62,19.7,39.45,2520.68,25240.09,17886.6,43105.63,4879.35,4318.85,Stormy,14.6,0.73,1153.67,103.25,Maintenance,1,Compliant,,48083.78,2023-12-05 21:14:00
PWR-202301393,Hydro Park East 63,nuclear,553.91,Dusseldorf,Sachsen,DE,2025-06-30,Vattenfall AG,2022-07-04,2029.78,254.71,1775.07,82.08,74.91,4237.26,380223.88,109212.26,33536.11,1740.1,3119.4,Cloudy,0.2,2.55,1090.57,145.11,,3,compliant,ISO 50001,59149.0,2023-03-18 04:45:00
PWR-202301394,Solar Park South 18,Geothermal,577.6,Munich,Sachsen,Germany,2025-01-04,RWE Inc,18-09-2024,914.49,477.46,437.03,38.38,97.76,3202.52,61110.82,86216.27,7469.94,2693.43,3170.08,Stormy,22.5,7.24,1156.57,112.95,,2,non_compliant,Green Energy,0.0,2023-04-16 09:48:00
